TIMESTEP 1.0
STEPS 900
RELATIVE 1
REPEAT 1
      0.00000      0.00000
      5.06312     -3.21944
      5.90623      2.70998
      1.51870      6.79082
     -4.41248      5.92632
     -7.73710     0.937473
     -6.52162     -4.93410
     -1.62013     -8.38898
      4.34420     -7.76146
      8.54852     -3.48413
      9.22968      2.47504
      6.21927      7.66314
     0.758150      10.1446
     -5.15098      9.11232
     -9.51981      5.00153
     -11.0025    -0.811231
     -9.22045     -6.53944
     -4.75582     -10.5464
      1.11612     -11.7754
      6.83487     -9.96245
      10.9744     -5.62009
      12.5718     0.162690
      11.3051      6.02686
      7.50559      10.6698
      2.02883      13.1191
     -3.96686      12.9050
     -9.27684      10.1123
     -12.8864      5.32007
     -14.1459    -0.545832
     -12.8610     -6.40625
     -9.29361     -11.2301
     -4.08463     -14.2071
      1.87864     -14.8672
      7.62250     -13.1338
      12.2458     -9.30997
      15.0535     -4.00774
      15.6478      1.96251
      13.9679      7.72231
      10.2792      12.4542
      5.11705      15.5118
    -0.801139      16.4982
     -6.68100      15.3045
     -11.7589      12.1087
     -15.3972      7.33796
     -17.1576      1.60218
     -16.8437     -4.38942
     -14.5132     -9.91817
     -10.4585     -14.3405
     -5.16164     -17.1585
     0.768725     -18.0691
      6.67047     -16.9886
      11.9026     -14.0521
      15.9125     -9.58901
      18.2902     -4.08039
      18.8044      1.89743
      17.4183      7.73502
      14.2854      12.8521
      9.72674      16.7530
      4.19282      19.0713
     -1.78381      19.5993
     -7.64166      18.3014
     -12.8430      15.3106
     -16.9217      10.9103
     -19.5221      5.50316
     -20.4263    -0.428185
     -19.5680     -6.36641
     -17.0328     -11.8044
     -13.0455     -16.2878
     -7.94716     -19.4509
     -2.16252     -21.0437
      3.83662     -20.9479
      9.57082     -19.1820
      14.5908     -15.8959
      18.5114     -11.3540
      21.0392     -5.91258
      21.9914    0.0112997
      21.3067      5.97201
      19.0454      11.5295
      15.3818      16.2811
      10.5880      19.8893
      5.01177      22.1040
    -0.950242      22.7776
     -6.88148      21.8720
     -12.3745      19.4583
     -17.0587      15.7089
     -20.6239      10.8830
     -22.8393      5.30705
     -23.5668    -0.648616
     -22.7670     -6.59498
     -20.4993     -12.1499
     -16.9158     -16.9621
     -12.2486     -20.7327
     -6.79399     -23.2320
    -0.892128     -24.3126
      5.09467     -23.9157
      10.8045     -22.0724
      15.8972     -18.9003
      20.0746     -14.5934
      23.0960     -9.40974
      24.7917     -3.65438
      25.0704      2.33916
      23.9228      8.22833
      21.4205      13.6815
      17.7093      18.3961
      13.0002      22.1143
      7.55620      24.6366
      1.67637      25.8314
     -4.32050      25.6401
     -10.1139      24.0792
     -15.3980      21.2370
     -19.8979      17.2683
     -23.3829      12.3843
     -25.6778      6.84059
     -26.6703     0.923273
     -26.3154     -5.06621
     -24.6366     -10.8266
     -21.7231     -16.0717
     -17.7237     -20.5444
     -12.8390     -24.0286
     -7.30999     -26.3588
     -1.40596     -27.4273
      4.58924     -27.1879
      10.3906     -25.6572
      15.7258     -22.9121
      20.3473     -19.0857
      24.0436     -14.3594
      26.6481     -8.95425
      28.0460     -3.11935
      28.1785      2.87915
      27.0444      8.77096
      24.6989      14.2935
      21.2504      19.2034
      16.8545      23.2870
      11.7065      26.3691
      6.03241      28.3194
    0.0781257      29.0583
     -5.90102      28.5583
     -11.6512      26.8451
     -16.9310      23.9950
     -21.5213      20.1311
     -25.2337      15.4175
     -27.9180      10.0515
     -29.4678      4.25514
     -29.8238     -1.73424
     -28.9756     -7.67393
     -26.9613     -13.3257
     -23.8650     -18.4650
     -19.8129     -22.8900
     -14.9676     -26.4288
     -9.52116     -28.9460
     -3.68707     -30.3469
      2.30831     -30.5812
      8.23461     -29.6435
      13.8662     -27.5733
      18.9906     -24.4524
      23.4167     -20.4017
      26.9813     -15.5753
      29.5544     -10.1551
      31.0441     -4.34305
      31.3990      1.64638
      30.6095      7.59422
      28.7078      13.2849
      25.7655      18.5140
      21.8914      23.0956
      17.2260      26.8684
      11.9369      29.7013
      6.21203      31.4972
     0.253029      32.1964
     -5.73223      31.7777
     -11.5368      30.2587
     -16.9614      27.6949
     -21.8217      24.1768
     -25.9541      19.8267
     -29.2208      14.7940
     -31.5146      9.24971
     -32.7614      3.38061
     -32.9225     -2.61713
     -31.9958     -8.54524
     -30.0145     -14.2086
     -27.0465     -19.4230
     -23.1908     -24.0200
     -18.5744     -27.8527
     -13.3480     -30.7996
     -7.68038     -32.7690
     -1.75328     -33.7006
      4.24529     -33.5676
      10.1261     -32.3771
      15.7051     -30.1691
      20.8092     -27.0149
      25.2814     -23.0150
      28.9854     -18.2946
      31.8094     -13.0006
      33.6693     -7.29627
      34.5113     -1.35572
      34.3123      4.64104
      33.0809      10.5134
      30.8566      16.0859
      27.7080      21.1934
      23.7306      25.6857
      19.0440      29.4319
      13.7871      32.3238
      8.11465      34.2793
      2.19257      35.2437
     -3.80724      35.1915
     -9.71186      34.1265
     -15.3526      32.0818
     -20.5695      29.1179
     -25.2152      25.3210
     -29.1601      20.8004
     -32.2950      15.6845
     -34.5342      10.1178
     -35.8171      4.25658
     -36.1106     -1.73613
     -35.4088     -7.69489
     -33.7333     -13.4561
     -31.1320     -18.8628
     -27.6778     -23.7688
     -23.4661     -28.0422
     -18.6121     -31.5692
     -13.2479     -34.2568
     -7.51735     -36.0351
     -1.57420     -36.8588
      4.42390     -36.7081
      10.3186     -35.5891
      15.9556     -33.5333
      21.1876     -30.5966
      25.8798     -26.8573
      29.9116     -22.4138
      33.1804     -17.3825
      35.6038     -11.8938
      37.1217     -6.08908
      37.6974    -0.116762
      37.3181      5.87129
      35.9954      11.7237
      33.7647      17.2936
      30.6836      22.4421
      26.8307      27.0416
      22.3033      30.9791
      17.2150      34.1583
      11.6919      36.5028
      5.87069      37.9565
    -0.105883      38.4857
     -6.09224      38.0796
     -11.9429      36.7497
     -17.5172      34.5301
     -22.6815      31.4759
     -27.3132      27.6618
     -31.3029      23.1803
     -34.5568      18.1391
     -36.9995      12.6588
     -38.5749      6.86932
     -39.2479     0.907100
     -39.0043     -5.08807
     -37.8517     -10.9764
     -35.8185     -16.6214
     -32.9534     -21.8933
     -29.3241     -26.6710
     -25.0152     -30.8462
     -20.1263     -34.3248
     -14.7700     -37.0285
     -9.06841     -38.8977
     -3.15144     -39.8916
      2.84762     -39.9896
      8.79433     -39.1911
      14.5556     -37.5156
      20.0037     -35.0020
      25.0185     -31.7076
      29.4898     -27.7066
